1	0.2426256121446689
2	0.18287617589036623
3	0.09911405015736818
4	0.05790905002504587
5	0.058268331068878375
6	0.03101815772242844
7	0.0232128461875174
8	0.02008262356294684
9	0.01759296635824607
10	0.0168893920526898
11	0.014846878232977664
12	0.011988262267891514
13	0.015253340530155887
14	0.01322237093700096
15	0.010509768457268365
16	0.010516022400189229
17	0.010384076194535888
18	0.01605165261480579
19	0.009747343647177331
20	0.009991156721227412
21	0.021719703877655167
22	0.010591011707771733
23	0.011552409792256432
24	0.01266908657271415
25	0.032104848767630756
26	0.010093249535986596
27	0.010792031888248252
28	0.009214077035570275
29	0.01101246833029279
30	0.010053937236079946
31	0.008278292524487085
32	0.011732743367448487
33	0.008532209027694174
34	0.008873145278206115
35	0.012502496938964214
36	0.0232969830200697
37	0.015952941224289436
38	0.00894179210687677
39	0.008993218658664167
40	0.010028002848684991
41	0.007238055783697443
42	0.008418709715783734
43	0.03218464402016252
44	0.009663053804795632
45	0.012648449408584858
46	0.01141333277544554
47	0.016762128604265552
48	0.009933336164976936
49	0.01064304025601596
50	0.021789548142502706
